,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
557,universidad tecnológica nacional,ingeniería mecánica,2020-12-25,nan,lori smith,female,1925-10-30,96,granadero baigorria,anna33@yahoo.com,2152
558,universidad tecnológica nacional,medicina,2020-12-01,nan,timothy james,male,1999-02-24,23,calera,vjohnson@yahoo.com,3281
559,universidad tecnológica nacional,licenciatura en psicología,2020-09-13,nan,nicholas thompson,male,1956-05-23,66,isidro casanova,hschmitt@yahoo.com,1765
560,universidad tecnológica nacional,bioquímica,2020-10-01,nan,tiffany glover,female,1925-09-13,96,antonio tomas sud,fnielsen@gmail.com,3134
561,universidad tecnológica nacional,diseño industrial,2020-11-23,nan,stephanie banks,female,1930-04-03,92,agua rica,alexandersharp@gmail.com,5611
562,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-17,nan,donald burton,male,1974-07-21,48,san francisco solano,petersenstephanie@hotmail.com,1881
563,universidad tecnológica nacional,ciencias veterinarias,2020-12-31,nan,melanie ellison,female,1967-07-07,55,chumbicha,davidtanner@hotmail.com,4728
564,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-11,nan,kara watson,female,1966-10-05,55,boca p 25,harristanya@gmail.com,2600
565,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-23,nan,amy miller,female,1925-09-09,96,estela,inguyen@yahoo.com,8127
566,universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-02,nan,james bowman,male,1915-02-01,107,temperley,jacksonkristina@gmail.com,1834
567,universidad tecnológica nacional,técnico para bioterios ,2020-11-28,nan,michael johnson,male,1933-10-11,88,cachel,cervantesloretta@yahoo.com,9201
568,universidad tecnológica nacional,ingeniería en informática,2020-12-20,nan,heidi byrd,female,1962-09-10,59,alto del puesto,mark05@yahoo.com,4176
569,universidad tecnológica nacional,medicina,2020-12-01,nan,sarah davis,female,1984-08-10,38,campo galloso,davidsimmons@gmail.com,2212
570,universidad tecnológica nacional,diseño industrial,2020-10-29,nan,paul taylor,male,1992-01-24,30,leubuco,stephanietrujillo@yahoo.com,6338
571,universidad tecnológica nacional,diseño industrial,2020-11-27,nan,robert butler jr.,male,1985-07-13,37,cristolia,xjones@yahoo.com,2445
572,universidad tecnológica nacional,bioquímica,2020-12-05,nan,julie wilson,female,1952-07-19,70,espartillar,samantha14@hotmail.com,8171
573,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-03,nan,stuart butler,male,1981-08-23,41,san genaro norte,kwhite@yahoo.com,2147
574,universidad tecnológica nacional,ingeniería en informática,2020-11-09,nan,kevin alvarado,male,1919-03-17,103,juancho,theresaduncan@hotmail.com,7169
575,universidad tecnológica nacional,licenciatura en artes,2020-10-14,nan,isaac bailey,male,2012-06-08,10,colonia loma negra,xpowell@gmail.com,3112
576,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-23,nan,justin thomas,male,1909-06-28,113,antumpa,brittanysmith@yahoo.com,4632
577,universidad tecnológica nacional,medicina,2020-10-04,nan,jason liu,male,1924-11-22,97,cabaña el cisne,morenobrad@hotmail.com,2322
578,universidad tecnológica nacional,licenciatura en artes,2020-09-15,nan,charles thompson,male,1955-12-23,66,villa dominico,samuelfields@yahoo.com,1874
579,universidad tecnológica nacional,ingeniería electrónica,2020-10-04,nan,trevor jacobs,male,1978-11-28,43,arroyo quintana,danielstewart@yahoo.com,3505
580,universidad tecnológica nacional,contador público ,2020-11-27,nan,nicole stanton,female,1932-11-03,89,alto calilegua,awallace@yahoo.com,4513
581,universidad tecnológica nacional,ciencias veterinarias,2020-12-02,nan,shannon west,male,1918-03-17,104,cora,vsantiago@gmail.com,2631
582,universidad tecnológica nacional,bioquímica,2021-01-11,nan,rachel brown,female,1913-05-13,109,cachiyuyal,joshua90@yahoo.com,5367
583,universidad tecnológica nacional,licenciatura en ciencia política ,2020-10-25,nan,anthony snyder,male,1985-06-09,37,aguada de la peña,adamwerner@hotmail.com,5461
584,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-02,nan,julie jensen,female,1938-08-14,84,el brete,emay@gmail.com,4126
585,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-18,nan,kevin vazquez,male,1964-11-23,57,arturo vatteone,pamelabarrett@hotmail.com,6433
586,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-11-12,nan,john hogan,male,1973-02-18,49,acasape,jamesdennis@hotmail.com,5722
587,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-10-26,nan,lauren smith,female,1978-05-06,44,aguas buenas,derricklawrence@hotmail.com,6228
588,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-18,nan,william kennedy,male,1916-04-25,106,campo medina,krivera@hotmail.com,2142
589,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-19,nan,kristen carter,female,1989-08-03,33,colonia el potrero,hrasmussen@gmail.com,2820
590,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021-01-07,nan,lauren navarro,female,1923-12-22,98,ingeniero beaugey,adam29@gmail.com,6457
591,universidad tecnológica nacional,agronomía,2020-10-10,nan,michael nelson,male,2001-05-11,21,campo el mataco,kimberlyvalencia@yahoo.com,2342
592,universidad tecnológica nacional,diseño industrial,2021-01-10,nan,nancy davis,female,2011-07-08,11,chanilao,kyliegriffin@yahoo.com,6201
593,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-07,nan,anthony parks,male,1982-10-21,39,coronel granada,jasminetrujillo@hotmail.com,6062
594,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-22,nan,victoria clay md,female,1959-07-04,63,estacion mazan,ronald40@hotmail.com,5313
595,universidad tecnológica nacional,medicina,2020-10-23,nan,amber chandler,female,1927-03-25,95,23 de agosto,rachelrussell@hotmail.com,4504
596,universidad tecnológica nacional,ingeniería en informática,2020-12-07,nan,jonathan alvarez,male,1927-01-10,95,lomas de zamora,evan63@hotmail.com,1832
597,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-02-01,nan,robert williams,male,1983-06-30,39,colonia rusa,francisdillon@yahoo.com,8332
598,universidad tecnológica nacional,farmacia,2021-01-01,nan,chad brooks,male,1956-12-04,65,barro negro,tmckenzie@yahoo.com,4718
599,universidad tecnológica nacional,farmacia,2020-11-18,nan,christopher murphy,male,1914-04-29,108,perez,ibrown@gmail.com,2121
600,universidad tecnológica nacional,licenciatura en administración ,2020-10-19,nan,justin smith,male,2019-05-21,3,alpasinche,sandovalmelissa@gmail.com,5325
601,universidad tecnológica nacional,ingeniería mecánica,2020-12-19,nan,anthony williams,male,2019-01-12,3,carreras,alex17@hotmail.com,2729
602,universidad tecnológica nacional,licenciatura en psicología,2020-12-23,nan,larry martinez,male,1921-11-02,100,chelforo,terry64@yahoo.com,8366
603,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-21,nan,christopher ramos,male,1978-12-30,43,cachel,randychang@gmail.com,9201
604,universidad tecnológica nacional,ciencias veterinarias,2021-02-01,nan,melissa meza,female,1935-12-03,86,cerana,bellsarah@hotmail.com,2202
605,universidad tecnológica nacional,farmacia,2021-01-20,nan,mark trevino,male,1940-04-01,82,arroyo pescado,paynejoseph@yahoo.com,9200
606,universidad tecnológica nacional,técnico para bioterios ,2020-10-25,nan,joseph durham,male,1925-03-31,97,estancia las isletas,bmoore@hotmail.com,8148
607,universidad tecnológica nacional,farmacia,2020-10-06,nan,diana rodriguez,female,2005-02-27,17,22 de diciembre,harrisnicole@gmail.com,3378
608,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-09,nan,joel greene,male,1958-03-06,64,arenoso,garnererica@hotmail.com,9225
609,universidad tecnológica nacional,licenciatura en psicología,2020-10-22,nan,anthony powell,male,1982-12-07,39,valle de las leñas,ddavidson@hotmail.com,5612
610,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,nan,diane davis,female,1951-10-03,70,atreuco,zriddle@hotmail.com,6305
611,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-30,nan,david marks,male,1939-04-21,83,campo de los andes,crystalnichols@hotmail.com,5565
612,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-10-14,nan,jason pierce,male,1983-12-14,38,baldes de pacheco,sierrabarrett@yahoo.com,5276
613,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-12,nan,jake phillips,male,1919-03-18,103,arbol solo,thomas72@yahoo.com,3230
614,universidad tecnológica nacional,técnico para bioterios ,2020-12-27,nan,kevin perez,male,1963-11-03,58,abo nezu,carriebaker@hotmail.com,3461
615,universidad tecnológica nacional,actuario ,2020-10-13,nan,reginald ward,male,2012-07-10,10,alma grande,michael15@hotmail.com,9015
616,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-02,nan,ellen atkins,female,1961-05-14,61,almacen cristian schubert,joelmccoy@gmail.com,3111
617,universidad tecnológica nacional,ciencias veterinarias,2020-12-27,nan,melissa mann,female,1970-02-16,52,campo huber,aprilgardner@yahoo.com,3555
618,universidad tecnológica nacional,ciencias veterinarias,2020-10-24,nan,mr. jordan lynn,male,1948-01-30,74,campo el bermejo,fieldsjennifer@hotmail.com,3509
619,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-10-02,nan,caitlyn allen,female,1954-10-04,67,olascoaga,riveradustin@yahoo.com,6652
620,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-02,nan,nicole foster,female,1989-05-22,33,cespedes,daniel11@gmail.com,5517
621,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-28,nan,jared reynolds,male,1922-07-06,100,jose maria blanco,ryan49@gmail.com,6409
622,universidad tecnológica nacional,técnico para bioterios ,2021-01-05,nan,gary perry,male,1944-10-16,77,cavour,martinwesley@yahoo.com,3081
623,universidad tecnológica nacional,farmacia,2020-09-04,nan,erin ellis,female,2004-01-08,18,algarrobo,judith31@gmail.com,2935
624,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-22,nan,larry hays,male,1925-07-19,97,alcaracito,pcampbell@yahoo.com,3142
625,universidad tecnológica nacional,medicina,2020-09-28,nan,zachary thomas,male,1949-10-01,72,agua blanca,alex40@gmail.com,4168
626,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-29,nan,keith crawford,male,2018-11-18,3,crispi,wyattjavier@gmail.com,2441
627,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-03,nan,kelsey allen,female,1950-09-07,71,aldea santa maria,hblake@hotmail.com,3123
628,universidad tecnológica nacional,contador público ,2021-01-21,nan,cheryl welch,female,1951-03-29,71,aldea brasilera,daniel63@gmail.com,3101
629,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-13,nan,andrew harris,male,1920-10-14,101,la limpia,michaelmitchell@yahoo.com,6645
630,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-04,nan,eileen howard,female,2019-02-09,3,el bombero,mistyking@hotmail.com,7507
631,universidad tecnológica nacional,ingeniería mecánica,2020-11-04,nan,dennis martinez,male,1962-03-09,60,agua del simbol,imoses@yahoo.com,5261
632,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,nan,michelle peterson,female,1990-11-10,31,edmundo perkins,aaguirre@yahoo.com,6030
633,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-15,nan,grant pena,male,1973-10-11,48,cañadita,sullivannancy@gmail.com,3052
634,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-11,nan,darlene nunez,female,1974-03-01,48,aguada cecilio,elizabethlopez@gmail.com,8534
635,universidad tecnológica nacional,licenciatura en artes,2020-09-16,nan,mr. brandon gill,male,1985-03-02,37,cafferata,jesse05@hotmail.com,2643
636,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-16,nan,mark ross,male,1935-07-16,87,aromos,dylanmiller@yahoo.com,3036
637,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,nan,meredith brown,female,1934-08-03,88,25 de mayo,xjuarez@hotmail.com,3363
638,universidad tecnológica nacional,diseño industrial,2021-01-10,nan,john jones,male,2018-05-13,4,colonia japonesa,christopher09@gmail.com,3328
639,universidad tecnológica nacional,contador público ,2020-10-23,nan,johnathan hernandez,male,2000-01-15,22,san fernando,pricegregory@hotmail.com,1646
640,universidad tecnológica nacional,licenciatura en administración ,2020-10-13,nan,gregory christensen,male,1976-11-06,45,aldea san jorge,lisamcpherson@yahoo.com,3252
641,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-27,nan,jennifer christian,female,1941-11-26,80,el alto,ronaldbrown@gmail.com,5577
642,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-03,nan,michelle thomas,female,2013-09-23,8,alegre,sandovallisa@gmail.com,1987
643,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,nan,connie chapman,female,1999-06-13,23,9 de julio,robertlawson@yahoo.com,3445
644,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-13,nan,spencer ramirez,male,1924-07-15,98,4 de febrero,jdavis@yahoo.com,2732
645,universidad tecnológica nacional,farmacia,2020-09-22,nan,matthew franklin,male,1981-05-22,41,cupiles,fyoung@hotmail.com,5595
646,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-09,nan,jason lucero,male,1906-06-08,116,luis guillon,daltongarza@yahoo.com,1838
647,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-26,nan,patricia patel,female,2020-08-26,2,alcaraz norte,morganjennifer@yahoo.com,3136
648,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-12,nan,jesse sanchez,male,1918-10-07,103,angelita,daniel15@gmail.com,5711
649,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-03,nan,dominique jackson,female,1931-09-06,90,san andres,wsmith@gmail.com,1651
650,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-19,nan,alexander dunn,male,1905-12-20,116,wheelwright,tamara67@gmail.com,2722
651,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-01,nan,kimberly jennings,female,1920-12-15,101,el campamento,twilson@hotmail.com,3524
652,universidad tecnológica nacional,ingeniería electrónica,2021-01-08,nan,patrick howard,male,1923-10-19,98,camaron chico,jason00@gmail.com,7116
653,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-06,nan,ronald parker,male,1985-05-06,37,del valle,joshua68@gmail.com,6509
654,universidad tecnológica nacional,agronomía,2020-12-02,nan,alfred ward,male,2002-12-26,19,arroyo,samanthacoffey@gmail.com,3300
655,universidad tecnológica nacional,arquitectura,2020-11-12,nan,victoria thompson,female,1918-11-04,103,alamo,marshallpatrick@gmail.com,3448
656,universidad tecnológica nacional,medicina,2020-12-04,nan,daniel schroeder,male,2011-05-20,11,9 de julio,smithgabriel@hotmail.com,3445
657,universidad tecnológica nacional,licenciatura en psicología,2020-11-06,nan,kevin knapp,male,2014-11-07,7,escuela agricola don bosco,marygibbs@yahoo.com,1815
658,universidad tecnológica nacional,licenciatura en psicología,2020-10-20,nan,cindy austin,female,2012-11-05,9,baños termales,aibarra@hotmail.com,5345
659,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-05,nan,karen cameron,female,1906-02-08,116,estancia las isletas,stevensmith@hotmail.com,8148
660,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-23,nan,kristin perez,female,1967-06-20,55,costa del rio azul,morganjeremy@gmail.com,8430
